995	 48	 1
892	 48	 1
874	 48	 1
880	 48	 1
880	 48	 1
850	 48	 1
755	 48	 1
778	 48	 1
779	 48	 1
770	 48	 1
773	 48	 1
760	 48	 1
775	 48	 1
772	 48	 1
771	 48	 1
773	 48	 1
771	 48	 1
781	 48	 1
776	 48	 1
776	 48	 1
777	 48	 1
777	 48	 1
777	 48	 1
769	 48	 1
769	 48	 1
731	 48	 1
716	 48	 1
716	 48	 1
717	 48	 1
717	 48	 1
713	 48	 1
713	 48	 1
713	 48	 1
706	 48	 1
709	 48	 1
705	 48	 1
686	 48	 1
686	 48	 1
686	 48	 1
686	 48	 1
686	 48	 1
642	 48	 1
642	 48	 1
642	 48	 1
649	 48	 1
649	 48	 1
649	 48	 1
649	 48	 1
652	 48	 1
669	 48	 1
669	 48	 1
669	 48	 1
669	 48	 1
671	 48	 1
671	 48	 1
671	 48	 1
673	 48	 1
673	 48	 1
673	 48	 1
673	 48	 1
665	 48	 1
665	 48	 1
665	 48	 1
665	 48	 1
667	 48	 1
667	 48	 1
662	 48	 1
662	 48	 1
662	 48	 1
662	 48	 1
662	 48	 1
662	 48	 1
662	 48	 1
662	 48	 1
657	 48	 1
657	 48	 1
657	 48	 1
660	 48	 1
660	 48	 1
660	 48	 1
660	 48	 1
660	 48	 1
667	 48	 1
667	 48	 1
667	 48	 1
667	 48	 1
667	 48	 1
667	 48	 1
667	 48	 1
667	 48	 1
667	 48	 1
667	 48	 1
667	 48	 1
667	 48	 1
667	 48	 1
667	 48	 1
667	 48	 1
667	 48	 1
667	 48	 1
667	 48	 1
672	 48	 1
672	 48	 1
672	 48	 1
672	 48	 1
672	 48	 1
672	 48	 1
672	 48	 1
672	 48	 1
672	 48	 1
672	 48	 1
672	 48	 1
672	 48	 1
672	 48	 1
672	 48	 1
672	 48	 1
673	 48	 1
673	 48	 1
673	 48	 1
673	 48	 1
673	 48	 1
677	 48	 1
677	 48	 1
677	 48	 1
677	 48	 1
669	 48	 1
669	 48	 1
669	 48	 1
669	 48	 1
669	 48	 1
669	 48	 1
669	 48	 1
669	 48	 1
669	 48	 1
669	 48	 1
669	 48	 1
669	 48	 1
666	 48	 1
666	 48	 1
666	 48	 1
666	 48	 1
666	 48	 1
666	 48	 1
666	 48	 1
668	 48	 1
668	 48	 1
668	 48	 1
668	 48	 1
668	 48	 1
668	 48	 1
668	 48	 1
667	 48	 1
667	 48	 1
667	 48	 1
667	 48	 1
667	 48	 1
667	 48	 1
667	 48	 1
667	 48	 1
667	 48	 1
667	 48	 1
667	 48	 1
667	 48	 1
667	 48	 1
667	 48	 1
667	 48	 1
667	 48	 1
667	 48	 1
667	 48	 1
667	 48	 1
666	 48	 1
666	 48	 1
663	 48	 1
663	 48	 1
663	 48	 1
663	 48	 1
663	 48	 1
663	 48	 1
663	 48	 1
663	 48	 1
663	 48	 1
663	 48	 1
663	 48	 1
663	 48	 1
663	 48	 1
663	 48	 1
663	 48	 1
663	 48	 1
663	 48	 1
662	 48	 1
662	 48	 1
662	 48	 1
662	 48	 1
662	 48	 1
620	 48	 1
620	 48	 1
620	 48	 1
620	 48	 1
620	 48	 1
620	 48	 1
620	 48	 1
